Date,Price
2020-08-31,62.519161224365234
2020-09-01,63.66219711303711
2020-09-02,64.94437408447266
2020-09-03,61.47551345825195
2020-09-04,61.11769485473633
2020-09-08,60.262901306152344
2020-09-09,61.704124450683594
2020-09-10,59.537322998046875
2020-09-11,59.7758674621582
2020-09-14,59.62677764892578
2020-09-15,59.934898376464844
2020-09-16,59.4279899597168
2020-09-17,60.67041778564453
2020-09-18,60.51138687133789
2020-09-21,59.050289154052734
2020-09-22,60.62071990966797
2020-09-23,60.04423141479492
2020-09-24,61.704124450683594
2020-09-25,61.177330017089844
2020-09-28,62.13151550292969
2020-09-29,62.03212356567383
2020-09-30,62.04206085205078
2020-10-01,61.992366790771484
2020-10-02,62.777584075927734
2020-10-05,64.14923095703125
2020-10-06,63.44352722167969
2020-10-07,64.65613555908203
2020-10-08,64.31819152832031
2020-10-09,64.95431518554688
2020-10-12,65.29226684570312
2020-10-13,64.73564910888672
2020-10-14,65.2127456665039
2020-10-15,64.80522155761719
2020-10-16,64.6362533569336
2020-10-19,63.97031784057617
2020-10-20,64.00013732910156
2020-10-21,63.334190368652344
2020-10-22,62.85709762573242
2020-10-23,63.065826416015625
2020-10-26,62.82727813720703
2020-10-27,61.59478759765625
2020-10-28,58.63283157348633
2020-10-29,60.421932220458984
2020-10-30,60.90896224975586
2020-11-02,61.76375961303711
2020-11-03,62.33030700683594
2020-11-04,61.92279052734375
2020-11-05,62.25079345703125
2020-11-06,63.195037841796875
2020-11-09,63.11552047729492
2020-11-10,65.34195709228516
2020-11-11,65.71965789794922
2020-11-12,65.59044647216797
2020-11-13,65.17298889160156
2020-11-16,66.98197174072266
2020-11-17,66.79312133789062
2020-11-18,66.22657012939453
2020-11-19,65.95740509033203
2020-11-20,66.11690521240234
2020-11-23,67.04405975341797
2020-11-24,67.193603515625
2020-11-25,67.17366027832031
2020-11-27,67.13378143310547
2020-11-30,66.7350082397461
2020-12-01,66.62535095214844
2020-12-02,65.48883819580078
2020-12-03,65.28944396972656
2020-12-04,64.96046447753906
2020-12-07,64.65140533447266
2020-12-08,65.90755462646484
2020-12-09,65.28944396972656
2020-12-10,63.804012298583984
2020-12-11,63.53483963012695
2020-12-14,62.587745666503906
2020-12-15,64.53177642822266
2020-12-16,65.04021453857422
2020-12-17,65.58853149414062
2020-12-18,65.4090805053711
2020-12-21,65.94743347167969
2020-12-22,65.20970153808594
2020-12-23,65.42901611328125
2020-12-24,65.58853149414062
2020-12-28,65.79788970947266
2020-12-29,65.48883819580078
2020-12-30,66.51568603515625
2020-12-31,67.34314727783203
2021-01-04,65.3891372680664
2021-01-05,64.90064239501953
2021-01-06,66.7051010131836
2021-01-07,67.57243347167969
2021-01-08,66.62535095214844
2021-01-11,66.15678405761719
2021-01-12,65.0302505493164
2021-01-13,63.774105072021484
2021-01-14,64.74113464355469
2021-01-15,65.3293228149414
2021-01-19,65.1698226928711
2021-01-20,64.99037170410156
2021-01-21,63.32548141479492
2021-01-22,64.68131256103516
2021-01-25,64.0233383178711
2021-01-26,63.31550979614258
2021-01-27,62.04940414428711
2021-01-28,63.6345329284668
2021-01-29,64.4520263671875
2021-02-01,64.35233306884766
2021-02-02,64.44205474853516
2021-02-03,63.85386276245117
2021-02-04,63.096187591552734
2021-02-05,63.73422622680664
2021-02-08,63.53483963012695
2021-02-09,64.16291046142578
2021-02-10,65.11000061035156
2021-02-11,63.43000030517578
2021-02-12,63.93000030517578
2021-02-16,63.189998626708984
2021-02-17,62.689998626708984
2021-02-18,63.060001373291016
2021-02-19,63.040000915527344
2021-02-22,63.22999954223633
2021-02-23,63.22999954223633
2021-02-24,64.3499984741211
2021-02-25,64.45999908447266
2021-02-26,63.709999084472656
