Date,Price
2020-08-31,75.02540588378906
2020-09-01,74.80741882324219
2020-09-02,76.22430419921875
2020-09-03,75.40191650390625
2020-09-04,75.91715240478516
2020-09-08,72.63750457763672
2020-09-09,72.88521575927734
2020-09-10,72.28081512451172
2020-09-11,72.93476104736328
2020-09-14,75.28302001953125
2020-09-15,73.6580581665039
2020-09-16,74.0048599243164
2020-09-17,73.07347869873047
2020-09-18,72.30062866210938
2020-09-21,69.75420379638672
2020-09-22,69.59566497802734
2020-09-23,68.45622253417969
2020-09-24,68.92191314697266
2020-09-25,70.14063262939453
2020-09-28,72.02320098876953
2020-09-29,71.63677978515625
2020-09-30,72.46339416503906
2020-10-01,72.3936767578125
2020-10-02,74.2162094116211
2020-10-05,75.84953308105469
2020-10-06,74.78388977050781
2020-10-07,76.3674087524414
2020-10-08,77.9310073852539
2020-10-09,77.950927734375
2020-10-12,79.71371459960938
2020-10-13,77.41313171386719
2020-10-14,77.58243560791016
2020-10-15,79.07632446289062
2020-10-16,79.39501953125
2020-10-19,78.22978973388672
2020-10-20,78.48872375488281
2020-10-21,78.27957916259766
2020-10-22,80.12203979492188
2020-10-23,80.77935028076172
2020-10-26,79.48464965820312
2020-10-27,77.92105102539062
2020-10-28,74.90340423583984
2020-10-29,75.24201965332031
2020-10-30,76.1283950805664
2020-11-02,78.14015197753906
2020-11-03,79.65396118164062
2020-11-04,76.7757339477539
2020-11-05,79.31534576416016
2020-11-06,77.19403076171875
2020-11-09,85.2410888671875
2020-11-10,85.46018981933594
2020-11-11,84.42443084716797
2020-11-12,82.45250701904297
2020-11-13,84.90247344970703
2020-11-16,87.3624038696289
2020-11-17,89.06543731689453
2020-11-18,88.71686553955078
2020-11-19,88.83637237548828
2020-11-20,88.14918518066406
2020-11-23,90.11116027832031
2020-11-24,93.57696533203125
2020-11-25,93.10887908935547
2020-11-27,92.33206176757812
2020-11-30,90.57923889160156
2020-12-01,92.61092376708984
2020-12-02,94.31394958496094
2020-12-03,93.96537780761719
2020-12-04,95.43934631347656
2020-12-07,94.12472534179688
2020-12-08,92.5511703491211
2020-12-09,92.18267059326172
2020-12-10,92.27230834960938
2020-12-11,91.96356964111328
2020-12-14,91.087158203125
2020-12-15,93.10887908935547
2020-12-16,92.97941589355469
2020-12-17,94.38365936279297
2020-12-18,93.47737884521484
2020-12-21,93.56700897216797
2020-12-22,93.35786437988281
2020-12-23,93.6666030883789
2020-12-24,92.54120635986328
2020-12-28,94.39362335205078
2020-12-29,93.60684204101562
2020-12-30,93.84587097167969
2020-12-31,95.27999877929688
2021-01-04,94.02999877929688
2021-01-05,94.4000015258789
2021-01-06,99.98999786376953
2021-01-07,101.7300033569336
2021-01-08,102.0
2021-01-11,103.30999755859375
2021-01-12,103.52999877929688
2021-01-13,101.87999725341797
2021-01-14,102.69999694824219
2021-01-15,102.94000244140625
2021-01-19,103.86000061035156
2021-01-20,103.4800033569336
2021-01-21,102.5999984741211
2021-01-22,102.04000091552734
2021-01-25,100.16999816894531
2021-01-26,98.6500015258789
2021-01-27,95.41000366210938
2021-01-28,99.61000061035156
2021-01-29,99.93000030517578
2021-02-01,102.41999816894531
2021-02-02,104.83999633789062
2021-02-03,105.5199966430664
2021-02-04,107.88999938964844
2021-02-05,109.41000366210938
2021-02-08,110.22000122070312
2021-02-09,110.83999633789062
2021-02-10,112.69999694824219
2021-02-11,113.44999694824219
2021-02-12,114.12999725341797
2021-02-16,117.4800033569336
2021-02-17,116.9000015258789
2021-02-18,116.22000122070312
2021-02-19,118.25
2021-02-22,119.51000213623047
2021-02-23,118.93000030517578
2021-02-24,122.6500015258789
2021-02-25,120.41999816894531
2021-02-26,116.73999786376953
