Date,Price
2020-08-31,90.40689849853516
2020-09-01,96.74462127685547
2020-09-02,98.9896469116211
2020-09-03,92.56251525878906
2020-09-04,94.09231567382812
2020-09-08,92.52278137207031
2020-09-09,94.78767395019531
2020-09-10,92.8803939819336
2020-09-11,94.33071899414062
2020-09-14,97.51945495605469
2020-09-15,97.73799133300781
2020-09-16,97.15190124511719
2020-09-17,100.17870330810547
2020-09-18,97.69542694091797
2020-09-21,94.8730697631836
2020-09-22,94.98277282714844
2020-09-23,80.20279693603516
2020-09-24,83.08499145507812
2020-09-25,84.2917251586914
2020-09-28,84.6108627319336
2020-09-29,86.62541198730469
2020-09-30,89.03887176513672
2020-10-01,86.49576568603516
2020-10-02,89.04884338378906
2020-10-05,94.50407409667969
2020-10-06,93.48682403564453
2020-10-07,96.42886352539062
2020-10-08,96.68815612792969
2020-10-09,95.77063751220703
2020-10-12,94.68358612060547
2020-10-13,94.88304138183594
2020-10-14,94.33452606201172
2020-10-15,94.09517669677734
2020-10-16,93.16768646240234
2020-10-19,92.31998443603516
2020-10-20,93.30731201171875
2020-10-21,95.61107635498047
2020-10-22,94.70352935791016
2020-10-23,96.21942901611328
2020-10-26,94.2248306274414
2020-10-27,94.92293548583984
2020-10-28,90.53482055664062
2020-10-29,93.51673889160156
2020-10-30,92.95825958251953
2020-11-02,96.57845306396484
2020-11-03,97.35635375976562
2020-11-04,93.17766571044922
2020-11-05,105.2150650024414
2020-11-06,111.91691589355469
2020-11-09,116.41474151611328
2020-11-10,117.61149597167969
2020-11-11,118.24976348876953
2020-11-12,118.31957244873047
2020-11-13,122.14920806884766
2020-11-16,128.57180786132812
2020-11-17,127.60443115234375
2020-11-18,126.1982421875
2020-11-19,125.46024322509766
2020-11-20,127.54459381103516
2020-11-23,133.6979217529297
2020-11-24,136.8892822265625
2020-11-25,134.36611938476562
2020-11-27,137.2882080078125
2020-11-30,135.60276794433594
2020-12-01,135.5130157470703
2020-12-02,134.8847198486328
2020-12-03,131.3642578125
2020-12-04,138.843994140625
2020-12-07,139.62188720703125
2020-12-08,143.56121826171875
2020-12-09,142.16500854492188
2020-12-10,141.42999267578125
2020-12-11,138.64999389648438
2020-12-14,134.57000732421875
2020-12-15,137.94000244140625
2020-12-16,135.77999877929688
2020-12-17,137.47999572753906
2020-12-18,138.89999389648438
2020-12-21,142.02000427246094
2020-12-22,146.27000427246094
2020-12-23,149.91000366210938
2020-12-24,149.63999938964844
2020-12-28,149.72000122070312
2020-12-29,146.22000122070312
2020-12-30,149.2899932861328
2020-12-31,147.52000427246094
2021-01-04,152.6300048828125
2021-01-05,162.92999267578125
2021-01-06,175.10000610351562
2021-01-07,184.0
2021-01-08,184.10000610351562
2021-01-11,177.2899932861328
2021-01-12,182.5
2021-01-13,179.9199981689453
2021-01-14,182.3699951171875
2021-01-15,180.13999938964844
2021-01-19,185.25
2021-01-20,180.19000244140625
2021-01-21,176.41000366210938
2021-01-22,173.7100067138672
2021-01-25,176.9199981689453
2021-01-26,175.3800048828125
2021-01-27,168.85000610351562
2021-01-28,166.3699951171875
2021-01-29,162.66000366210938
2021-02-01,166.3699951171875
2021-02-02,169.25
2021-02-03,161.8800048828125
2021-02-04,154.89999389648438
2021-02-05,157.1699981689453
2021-02-08,161.55999755859375
2021-02-09,158.69000244140625
2021-02-10,156.0500030517578
2021-02-11,159.85000610351562
2021-02-12,164.63999938964844
2021-02-16,162.1999969482422
2021-02-17,157.47000122070312
2021-02-18,141.4600067138672
2021-02-19,156.1699981689453
2021-02-22,156.49000549316406
2021-02-23,154.6199951171875
2021-02-24,160.89999389648438
2021-02-25,153.47999572753906
2021-02-26,157.2100067138672
