Date,Price
2020-03-02,29.32981300354004
2020-03-03,27.862842559814453
2020-03-04,29.088533401489258
2020-03-05,28.23923683166504
2020-03-06,27.264469146728516
2020-03-09,24.147151947021484
2020-03-10,25.353546142578125
2020-03-11,23.635643005371094
2020-03-12,20.914020538330078
2020-03-13,23.288198471069336
2020-03-16,17.227285385131836
2020-03-17,16.85089111328125
2020-03-18,13.444037437438965
2020-03-19,14.090664863586426
2020-03-20,12.942178726196289
2020-03-23,12.353459358215332
2020-03-24,14.225780487060547
2020-03-25,16.078798294067383
2020-03-26,18.366119384765625
2020-03-27,16.503448486328125
2020-03-30,16.18496322631836
2020-03-31,15.528684616088867
2020-04-01,14.003804206848145
2020-04-02,13.810781478881836
2020-04-03,12.787760734558105
2020-04-06,14.949616432189941
2020-04-07,15.557639122009277
2020-04-08,16.233219146728516
2020-04-09,17.005308151245117
2020-04-13,15.65414810180664
2020-04-14,15.34531307220459
2020-04-15,14.428454399108887
2020-04-16,13.675664901733398
2020-04-17,15.075079917907715
2020-04-20,15.046127319335938
2020-04-21,14.640780448913574
2020-04-22,15.490078926086426
2020-04-23,15.538335800170898
2020-04-24,16.37798309326172
2020-04-27,17.005308151245117
2020-04-28,18.08623504638672
2020-04-29,20.315649032592773
2020-04-30,19.099607467651367
2020-05-01,18.06508445739746
2020-05-04,17.98700714111328
2020-05-05,17.567344665527344
2020-05-06,16.88416862487793
2020-05-07,17.55758285522461
2020-05-08,18.172439575195312
2020-05-11,17.3038330078125
2020-05-12,16.57185935974121
2020-05-13,15.488540649414062
2020-05-14,16.659696578979492
2020-05-15,16.142436981201172
2020-05-18,17.528305053710938
2020-05-19,17.20623779296875
2020-05-20,17.674699783325195
2020-05-21,17.694217681884766
2020-05-22,17.420949935913086
2020-05-26,19.011768341064453
2020-05-27,20.836822509765625
2020-05-28,20.72946548461914
2020-05-29,19.8803768157959
2020-06-01,20.592832565307617
2020-06-02,21.539514541625977
2020-06-03,23.120574951171875
2020-06-04,23.745193481445312
2020-06-05,24.90658950805664
2020-06-08,26.22414207458496
2020-06-09,25.238418579101562
2020-06-10,23.784231185913086
2020-06-11,21.617591857910156
2020-06-12,23.198652267456055
2020-06-15,23.80375099182129
2020-06-16,24.555240631103516
2020-06-17,24.15509605407715
2020-06-18,23.667116165161133
2020-06-19,23.198652267456055
2020-06-22,23.218172073364258
2020-06-23,23.345046997070312
2020-06-24,21.55903434753418
2020-06-25,22.203170776367188
2020-06-26,20.875858306884766
2020-06-29,21.422399520874023
2020-06-30,21.627351760864258
2020-07-01,21.090572357177734
2020-07-02,21.334562301635742
2020-07-06,22.251968383789062
2020-07-07,21.266246795654297
2020-07-08,21.783504486083984
2020-07-09,20.827062606811523
2020-07-10,22.017736434936523
2020-07-13,22.14461326599121
2020-07-14,21.910381317138672
2020-07-15,23.07177734375
2020-07-16,23.179134368896484
2020-07-17,22.65211296081543
2020-07-20,21.842063903808594
2020-07-21,22.095813751220703
2020-07-22,22.369083404541016
2020-07-23,22.827787399291992
2020-07-24,22.99370002746582
2020-07-27,23.16937255859375
2020-07-28,22.525238037109375
2020-07-29,23.20841407775879
2020-07-30,22.613075256347656
2020-07-31,21.805112838745117
2020-08-03,22.386449813842773
2020-08-04,22.31747817993164
2020-08-05,22.98749542236328
2020-08-06,22.751020431518555
2020-08-07,23.34221076965332
2020-08-10,24.2289981842041
2020-08-11,24.73151206970215
2020-08-12,24.37679672241211
2020-08-13,24.337385177612305
2020-08-14,24.564006805419922
2020-08-17,23.992521286010742
2020-08-18,23.627954483032227
2020-08-19,23.756046295166016
2020-08-20,23.58854103088379
2020-08-21,23.55898094177246
2020-08-24,24.879308700561523
2020-08-25,24.534446716308594
2020-08-26,24.091053009033203
2020-08-27,25.204463958740234
2020-08-28,25.40152931213379
2020-08-31,24.44576644897461
2020-09-01,24.49503517150879
2020-09-02,24.45562171936035
2020-09-03,24.751218795776367
2020-09-04,25.785802841186523
2020-09-08,25.15519905090332
2020-09-09,25.224170684814453
2020-09-10,25.0271053314209
2020-09-11,25.4113826751709
2020-09-14,26.5642032623291
2020-09-15,26.101102828979492
2020-09-16,27.184955596923828
2020-09-17,27.234220504760742
2020-09-18,26.83024024963379
2020-09-21,25.519765853881836
2020-09-22,25.234024047851562
2020-09-23,24.73151206970215
2020-09-24,24.406356811523438
2020-09-25,24.77092170715332
2020-09-28,25.4113826751709
2020-09-29,25.174903869628906
2020-09-30,25.785802841186523
2020-10-01,26.258756637573242
2020-10-02,27.05686378479004
2020-10-05,27.963356018066406
2020-10-06,27.096277236938477
2020-10-07,27.884531021118164
2020-10-08,28.72205352783203
2020-10-09,28.41660499572754
2020-10-12,28.446165084838867
2020-10-13,28.121009826660156
2020-10-14,28.249099731445312
2020-10-15,28.672786712646484
2020-10-16,28.94867706298828
2020-10-19,28.6530818939209
2020-10-20,27.204662322998047
2020-10-21,26.465673446655273
2020-10-22,27.549522399902344
2020-10-23,27.342605590820312
2020-10-26,26.49523162841797
2020-10-27,25.844921112060547
2020-10-28,24.80048179626465
2020-10-29,25.086225509643555
2020-10-30,24.86756706237793
2020-11-02,25.801837921142578
2020-11-03,26.497573852539062
2020-11-04,26.358427047729492
2020-11-05,27.312578201293945
2020-11-06,26.636720657348633
2020-11-09,29.668140411376953
2020-11-10,29.429601669311523
2020-11-11,29.22088050842285
2020-11-12,28.932647705078125
2020-11-13,29.83710479736328
2020-11-16,30.92046356201172
2020-11-17,30.383752822875977
2020-11-18,29.896738052368164
2020-11-19,29.866920471191406
2020-11-20,29.27057647705078
