Date,Price
2020-03-02,305.11541748046875
2020-03-03,290.4534912109375
2020-03-04,300.75860595703125
2020-03-05,289.1902160644531
2020-03-06,285.4899597167969
2020-03-09,260.62237548828125
2020-03-10,279.08404541015625
2020-03-11,268.3312683105469
2020-03-12,240.220947265625
2020-03-13,268.5799865722656
2020-03-16,234.40191650390625
2020-03-17,236.6201171875
2020-03-18,226.7228240966797
2020-03-19,225.9469451904297
2020-03-20,210.30027770996094
2020-03-23,202.2232666015625
2020-03-24,235.81443786621094
2020-03-25,255.12161254882812
2020-03-26,261.7861328125
2020-03-27,246.33837890625
2020-03-30,251.90870666503906
2020-03-31,240.28062438964844
2020-04-01,227.39923095703125
2020-04-02,237.6148223876953
2020-04-03,235.77462768554688
2020-04-06,264.5315246582031
2020-04-07,257.7077941894531
2020-04-08,269.9317321777344
2020-04-09,268.3875427246094
2020-04-13,262.350341796875
2020-04-14,269.70257568359375
2020-04-15,256.17364501953125
2020-04-16,245.8326416015625
2020-04-17,258.99298095703125
2020-04-20,250.78396606445312
2020-04-21,244.42794799804688
2020-04-22,255.9445037841797
2020-04-23,254.89845275878906
2020-04-24,257.7875671386719
2020-04-27,264.1236572265625
2020-04-28,263.6055908203125
2020-04-29,282.62384033203125
2020-04-30,273.9366149902344
2020-05-01,267.7300109863281
2020-05-04,268.24810791015625
2020-05-05,272.9503479003906
2020-05-06,271.4161376953125
2020-05-07,277.4234924316406
2020-05-08,281.3785400390625
2020-05-11,280.173095703125
2020-05-12,271.0873718261719
2020-05-13,268.1484375
2020-05-14,276.267822265625
2020-05-15,277.8916931152344
2020-05-18,288.8105163574219
2020-05-19,289.63739013671875
2020-05-20,297.6770324707031
2020-05-21,293.1541442871094
2020-05-22,293.80169677734375
2020-05-26,302.1900634765625
2020-05-27,298.6434020996094
2020-05-28,301.1639099121094
2020-05-29,299.7592468261719
2020-06-01,300.2673034667969
2020-06-02,302.4490661621094
2020-06-03,305.9159851074219
2020-06-04,300.2373962402344
2020-06-05,310.7079162597656
2020-06-08,309.2434387207031
2020-06-09,310.3193664550781
2020-06-10,311.97314453125
2020-06-11,290.15545654296875
2020-06-12,296.6708679199219
2020-06-15,296.0531921386719
2020-06-16,303.33575439453125
2020-06-17,302.6184387207031
2020-06-18,303.7043151855469
2020-06-19,295.3857116699219
2020-06-22,303.29583740234375
2020-06-23,305.7267150878906
2020-06-24,292.90509033203125
2020-06-25,296.8900451660156
2020-06-26,288.25262451171875
2020-06-29,291.8291320800781
2020-06-30,294.5887145996094
2020-07-01,300.0381774902344
2020-07-02,301.283447265625
2020-07-06,304.421630859375
2020-07-07,298.78289794921875
2020-07-08,299.42132568359375
2020-07-09,293.87481689453125
2020-07-10,294.9621887207031
2020-07-13,289.47552490234375
2020-07-14,298.2242431640625
2020-07-15,304.9778137207031
2020-07-16,298.623291015625
2020-07-17,303.32183837890625
2020-07-20,311.2026672363281
2020-07-21,306.8532409667969
2020-07-22,312.6092529296875
2020-07-23,309.1476745605469
2020-07-24,306.1749267578125
2020-07-27,308.11016845703125
2020-07-28,305.5863342285156
2020-07-29,308.5491027832031
2020-07-30,308.2498474121094
2020-07-31,307.781005859375
2020-08-03,311.83111572265625
2020-08-04,313.6268005371094
2020-08-05,327.2037353515625
2020-08-06,329.3385314941406
2020-08-07,327.2236633300781
2020-08-10,322.09619140625
2020-08-11,327.742431640625
2020-08-12,326.8346252441406
2020-08-13,325.39813232421875
2020-08-14,326.0066223144531
2020-08-17,329.4283447265625
2020-08-18,330.1964416503906
2020-08-19,331.5930480957031
2020-08-20,336.5010986328125
2020-08-21,336.2816467285156
2020-08-24,342.8057556152344
2020-08-25,346.8160095214844
2020-08-26,350.1678161621094
2020-08-27,355.1357727050781
2020-08-28,365.231201171875
2020-08-31,357.3204345703125
2020-09-01,356.0335693359375
2020-09-02,359.8243713378906
2020-09-03,343.0052795410156
2020-09-04,334.19671630859375
2020-09-08,329.07916259765625
2020-09-09,338.81549072265625
2020-09-10,332.0718994140625
2020-09-11,329.3485107421875
2020-09-14,337.7779846191406
2020-09-15,338.31671142578125
2020-09-16,341.0201110839844
2020-09-17,338.6059875488281
2020-09-18,334.44610595703125
2020-09-21,327.0540771484375
2020-09-22,334.4959716796875
2020-09-23,323.7421569824219
2020-09-24,327.4132080078125
2020-09-25,330.97454833984375
2020-09-28,337.5685119628906
2020-09-29,335.41375732421875
2020-09-30,337.34906005859375
2020-10-01,342.53643798828125
2020-10-02,338.0074157714844
2020-10-05,342.41668701171875
2020-10-06,336.61083984375
2020-10-07,343.06512451171875
2020-10-08,344.7130432128906
2020-10-09,351.9438781738281
2020-10-12,351.5943298339844
2020-10-13,345.40216064453125
2020-10-14,342.2661437988281
2020-10-15,338.1413879394531
2020-10-16,338.9703063964844
2020-10-19,331.2501220703125
2020-10-20,331.300048828125
2020-10-21,332.9978942871094
2020-10-22,333.17767333984375
2020-10-23,329.19268798828125
2020-10-26,317.6573181152344
2020-10-27,316.7085266113281
2020-10-28,291.0111083984375
2020-10-29,292.808837890625
2020-10-30,288.27459716796875
2020-11-02,289.6029052734375
2020-11-03,295.01605224609375
2020-11-04,306.81109619140625
2020-11-05,316.1292724609375
2020-11-06,313.2429504394531
2020-11-09,344.123779296875
2020-11-10,334.3561706542969
2020-11-11,331.9692077636719
2020-11-12,327.8743896484375
2020-11-13,334.6058349609375
2020-11-16,335.02532958984375
2020-11-17,336.0740051269531
2020-11-18,335.51470947265625
2020-11-19,333.4573059082031
2020-11-20,322.5910949707031
2020-11-23,331.6196594238281
